state,orig_label,map_sym1,map_sym2,unit_link,prov_no,province,unit_name,unit_age,unitdesc,strat_unit,unit_com,map_ref,rocktype1,rocktype2,rocktype3,unit_ref,map_symb2
NJ  ,Jfc,Jfc,Jfc;5,NJJfc;5,5,Northern - Newark Basin,Feltville Formation Conglomerate and Sandstone facies,Lower Jurassic,"Feltville Formation Conglomerate and Sandstone facies - Near Oakland, subrounded pebbles to cobbles of quartzite and quartz in a red siltstone and sandstone matrix (Jfc) interfinger with sandstone and siltstone of the Feltville Formation.",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). Units Jf and Jfc are described together on printed map. They were split up and appropriate descriptions used. Used name from digital map.",NJ001,conglomerate,sandstone,siltstone,NJ001 NJ002 NJ024,
NJ  ,Jg,Jg,Jg;5,NJJg;5,5,Northern - Newark Basin,Granophyre,Early Jurassic,"Granophyre - Fine-grained to aphanitic dikes; medium- to coarsegrained, subophitic discordant stock-like intrusions of dark-greenish-gray to black diabase; and plugs of dark gray, concordant to discordant sheetlike, medium- to coarse-grained, quartz-rich to albite-rich granophyre (map unit Jg). The chilled margins of diabase masses are aphanitic to very fine grained. Diabase is dense, hard, and sparsely fractured. It is composed mostly of plagioclase (An50-70), clinopyroxene (mostly augite) and magnetite +/- ilmenite. Accessory minerals include apatite, quartz, alkali feldspar, hornblende, titantite, and zirocon. Olivine is rare. Within about 200 m (655 ft) above and 150 m (490 ft) below the large diabase sheets, red mudstones are typically metamorphosed into indurated, bluish-gray hornfels commonly with clots or crystals of tourmaline or cordierite, whereas argillitic siltstone is metamorphosed into brittle, black, very fine grained hornfels, Sheetlike intrusions are as much as 360 to 400 m (1,180-1,310 ft) thick. Dikes range in thickness from 3 to 15 m (10-50 ft) and several kilometers (miles) long. Thickness of the stocklike bodies is unknown. ",,"Units Jd and Jg are described together on printed map. Used same description for both, but split them into seperate units. Used name for unit from digital map.",NJ001,granitoid,,,NJ001 NJ002,
NJ  ,Jh,Jh,Jh;5,NJJh;5,5,Northern - Newark Basin,Hook Mt. Basalt,Lower Jurassic,"Hook Mt. Basalt (Olsen, 1980) - Light- to dark-greenish-gray, medium- to coarse-grained, amygdaloidal basalt composed of plagioclase (typically An65 and commonly porphyritic), clinopyroxene (augite and pigeonite), and iron-titanium oxides such as magnetite and ilmenite. Locally contains small spherical to tubular cavities (gas-escape vesicles), some filled by zeolite minerals or calcite. Consists of two major flows. Base of lowest flow is intensely vesicular. Tops of flows are weathered and vesicular. Maximum thickness is about 110 m (360 ft) (Olsen and others, 1989).",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987).",NJ001,basalt,,,NJ001 NJ002 NJ023 NJ024 NJ025,
NJ  ,Jo,Jo,Jo;2,NJJo;2,2,Central and Southern - Rocks of the Newark Basin,Orange Mountain Basalt,Lower Jurassic,"Orange Mountain Basalt - Basalt, fine-grained to aphanitic, dark-greenish-gray, composed mostly of calcic plagioclase and augite; crystals smaller than 1 mm (0.04 in). Unit consists of three major tholeiitic lava-flow sequences, each about 80 m (262 ft) thick. Lowest flow is generally massive with widely spaced curvilinear joints; middle flow is massive or has columnar joints; lower part of uppermost flow has pillow structures and upper part has pahoehoe flow structures. Thickness in map area is about 160 m (525 ft).",,part of the Brunswick Group,NJ001,basalt,,,NJ001 NJ003,
NJ  ,Jo,Jo,Jo;5,NJJo;5,5,Northern - Newark Basin,Orange Mountain Basalt,Lower Jurassic,"Orange Mountain Basalt (Olsen, 1980) - Dark-greenish-gray to greenish-black basalt composed mostly of calcic plagioclase (typically An65) and clinopyroxene (augite and pigeonite); crystals are generally less than 1 mm (0.04 in) long. Consists of three major flows. The flows are separated in places by a weathered zone or by a thin, up to 3-m- (10-ft-) thick bed of red siltstone (not shown on map) or volcaniclastic rock. Lowest flow is generally massive and has widely spaced curvilinear joints; columnar joints in lowest flow become more common toward the northeast. Middle flow is massive or has columnar jointing. Lower part of the uppermost flow has pillow structures; upper part has pahoehoe flow structures. Tops and bottoms of flow layers are vesicular. Maximum thickness is about 182 m (597 ft). ",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987).",NJ001,basalt,siltstone,,NJ001 NJ002 NJ023 NJ024,
NJ  ,Jp,Jp,Jp;5,NJJp;5,5,Northern - Newark Basin,Preakness Basalt,Lower Jurassic,"Preakness Basalt (Olsen, 1980) - Dark-greenish-gray to black, very-fine-grained, dense, hard basalt composed mostly of intergrown calcic plagioclase (An55-60) and clinopyroxene (pigeonite and augite). Crystals are generally less than 1 mm (0.04 in) long, but locally feldspar crystals are larger than 1.3 cm (0.5 in.). Small spherical to tubular cavities (gas-escape vesicles) may be filled by zeolite minerals or calcite. Consists of at least three major flows. Prominent amydaloidal zones occur at most contacts between flows. A thin, 2 to 8 m (6.6-26 ft) bed of siltstone (Jps) separates the lower flows. The basal 20 m (66 ft) of the lowest flow is commonly highly vesicular or brecciated. Radiating slender columns 20 to 71 cm (8-28 in) wide, caused by shrinkage while cooling, are most abundant in the highest flow. The small, circiular extrusive body forming Round Top west of Oldwick is identified as Preakness Basalt by geochemistry and position above the Orange Mountain Basalt (Houghton and others, 1992). Thickness ranges from 250 m (820ft) (Olsen and others, 1989) to 320 m (1,050 ft).",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). Units Jp and Jps are described together on printed map. The units were split into separate records and appropriate descriptions for each were used.",NJ001,basalt ,,,NJ001 NJ002 NJ023 NJ024 NJ025 NJ026,
NJ  ,Jps,Jps,Jps;5,NJJps;5,5,Northern - Newark Basin,Preakness Basalt,Lower Jurassic,"Preakness Basalt - A thin, 2 to 8 m (6.6-26 ft) bed of siltstone (Jps) separates the lower flows. ",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). Units Jp and Jps are described together on printed map. The units were split into separate records and appropriate descriptions for each were used.",NJ001,siltstone,,,NJ001 NJ002 NJ024,
NJ  ,Jt,Jt,Jt;5,NJJt;5,5,Northern - Newark Basin,Towaco Formation,Lower Jurassic,"Towaco Formation (Olsen, 1980) - Reddish-brown to brownish-purple, fine- to medium-grained micaceous sandstone, siltstone, and silty mudstone in upward-fining sequences 1 to 3 m (3-10 ft) thick. Distributed throughout formation are eight or more sequences of gray to greenish- or brownish-gray, fine-grained sandstone, siltstone and calcareous siltstone and black, microlaminated calcareous siltstone and mudstone containing diagnostic pollen, fish and dinosaur tracks. Sandstone is commonly trough cross laminated; siltstone is commonly planar laminated or bioturbated, but can be indistinctly laminated to massive. Thermally metamorphosed into hornfels where in contact with Hook Mountain Basalt. Conglomerate and conglomeratic sandstone with subrounded quartzite and quartz clasts in matrix of light-red sand to brownish-red silt (Jtc) interfingers with rocks of the Towaco Formation north and west of New Vernon. Maximum thickness is about 380 m (1,250 ft). ",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). Units Jt and Jtc are described together on printed map. The units were split into separate records and appropriate descriptions for each were used.",NJ001,sandstone,siltstone,fine-grained mixed clastic; conglomerate,NJ001 NJ002 NJ023 NJ024,
NJ  ,Jtc,Jtc,Jtc;5,NJJtc;5,5,Northern - Newark Basin,Towaco Formation Conglomerate and Sandstone facies,Lower Jurassic,Towaco Formation Conglomerate and Sandstone facies - Conglomerate and conglomeratic sandstone with subrounded quartzite and quartz clasts in matrix of light-red sand to brownish-red silt (Jtc) interfingers with rocks of the Towaco Formation north and west of New Vernon.,,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). Units Jt and Jtc are described together on printed map. The units were split into separate records and appropriate descriptions for each were used.",NJ001,conglomerate,sandstone,siltstone,NJ001 NJ002 NJ024,
NJ  ,JTrp,JTRp,JTRp;2,NJJTRp;2,2,Central and Southern - Rocks of the Newark Basin,Passaic Formation,Lower Jurassic and Upper Triassic,"Passaic Formation - Predominantly red beds consisting of argillaceous siltstone; silty mudstone; argillaceous, very fine grained sandstone; and shale; mostly reddish-brown to brownish-purple, and grayish-red. Red beds occur typically in 3- to 7-m (10- to 23-ft-)-thick, cyclic playa-lake-mudflat sequences and fining-upward fluvial sequences. Lamination is commonly indistinct due to burrowing, desiccation, and paleosol formation. Where layering is preserved, most bedforms are wavy parallel lamination and trough and climbing-ripple cross lamination. Calcite- or dolomite-filled vugs and flattened cavities, mostly 0.5 to 0.2 mm (0.02-0.08 in) across, occur mostly in the lower half. Sand-filled burrows, 2 to 5 mm (0.08-0.2 in) in diameter, are prevalent in the upper two-thirds of the unit. Desiccation cracks, intraformational breccias, and curled silt laminae are abundant in the lower half. Lake cycles, mostly 2 to 5 m (7-16 ft) thick, have a basal, greenish-gray, argillaceous siltstone; a medial, dark-gray to black, pyritic, carbonaceous, fossiliferous, and, in places, calcareous lake-bottom fissile mudstone or siltstone; and an upper thick-bedded, gray to reddish and purplish-gray argillaceous siltstone with desiccation cracks, intraformational breccias, burrows, and mineralized vugs. Thickness of the formation between Sourland Mountain and Sand Brook syncline is about 3,500 m (11,483 ft).",,"Part of the Brunswick Group; note that unit TRpg is described within this unit on the printed map; its description has been removed here and placed into its own description (under unit TRpg, Passaic Formation gray bed).",NJ001,siltstone,sandstone,shale,NJ001 NJ003,
NJ  ,JTrpcl,JTRpcl,JTRpcl;5,NJJTRpcl;5,5,Northern - Newark Basin,Passaic Formation Limestone-clast Conglomerate facies,Lower Jurassic and Upper Triassic,"Passaic Formation Limestone-clast Conglomerate facies - Limestone conglomerate unit (JTrpcl) is medium-bedded to massive, pebble to boulder conglomerate. Clasts are subangular dolomitic limestone in matrix of brownish- to purplish-red sandstone to mudstone; matrix weathers light-gray to white near faults. Maximum thickness unknown.",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). The Passaic Formation unit description on the map encompasses multiple units (JTRp, JTRpms, JTRps, JTRpsc, JTRpcq, JTRpcl, and TRpg). The Passaic Formation was split into individual units according to the digital map and the appropriate descriptions were used for each. Names for units are from digital map.",NJ001,conglomerate,limestone,sandstone; mudstone,NJ001 NJ002 NJ024,
NJ  ,JTrpcq,JTRpcq,JTRpcq;5,NJJTRpcq;5,5,Northern - Newark Basin,Passaic Formation Quatzite-clast Conglomerate facies,Lower Jurassic and Upper Triassic,"Passaic Formation Quartzite-clast Conglomerate facies - Quartzite conglomerate unit (JTrpcq) is reddish-brown pebble conglomerate, pebbly sandstone, and sandstone, in upward-fining sequences 1 to 2 m (3-6 ft) thick. Clasts are subangular to subrounded, quartz and quartzite in sandstone matrix. Sandstone is medium to coarse grained, feldspathic (up to 20 percent feldspar), and locally contains pebble and cobble layers. Conglomerate thickness exceeds 850 m (2,790 ft).",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). The Passaic Formation unit description on the map encompasses multiple units (JTRp, JTRpms, JTRps, JTRpsc, JTRpcq, JTRpcl, and TRpg). The Passaic Formation was split into individual units according to the digital map and the appropriate descriptions were used for each. Names for units are from digital map.",NJ001,conglomerate,sandstone,,NJ001 NJ002 NJ024,
NJ  ,JTrpms,JTRpms,JTRpms;5,NJJTRpms;5,5,Northern - Newark Basin,Passaic Formation Mudstone facies,Lower Jurassic and Upper Triassic,"Passaic Formation Mudstone facies - Sandy mudstone (JTrpms) is reddish-brown to brownish-red, massive, silty to sandy mudstone and siltstone, which are bioturbated, ripple cross-laminated and interbedded with lenticular sandstone. To southwest where similar lithologic units also occur, they have not been mapped separately, but have been included in undivided unit JTrp.",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). The Passaic Formation unit description on the map encompasses multiple units (JTRp, JTRpms, JTRps, JTRpsc, JTRpcq, JTRpcl, and TRpg). The Passaic Formation was split into individual units according to the digital map and the appropriate descriptions were used for each. Names for units are from digital map.",NJ001,fine-grained mixed clastic,siltstone,sandstone,NJ001 NJ002 NJ024,
NJ  ,JTrps,JTRps,JTRps;5,NJJTRps;5,5,Northern - Newark Basin,Passaic Formation Sandstone and Siltstone facies,Lower Jurassic and Upper Triassic,"Passaic Formation Sandstone and Siltstone facies - Sandstone (JTrps) is interbedded grayish-red to brownish-red, medium- to fine-grained, medium- to thick-bedded sandstone and brownish-to-purplish-red coarse-grained siltstone; unit is planar to ripple cross-laminated, fissile, locally calcareous, containing desiccation cracks and root casts. Upward-fining cycles are 1.8 to 4.6 m (6-15 ft) thick. Sandstone beds are coarser and thicker near conglomerate units (JTrpcq, JTrpcl). Maximum thickness about 1,100 m (3,610 ft).",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). The Passaic Formation unit description on the map encompasses multiple units (JTRp, JTRpms, JTRps, JTRpsc, JTRpcq, JTRpcl, and TRpg). The Passaic Formation was split into individual units according to the digital map and the appropriate descriptions were used for each. Names for units are from digital map.",NJ001,sandstone,siltstone,,NJ001 NJ002 NJ024,
NJ  ,JTrpsc,JTRpsc,JTRpsc;5,NJJTRpsc;5,5,Northern - Newark Basin,Passaic Formation Conglomerate and Sandstone facies,Lower Jurassic and Upper Triassic,"Passaic Formation Conglomerate and Sandstone facies - Conglomeratic sandstone (JTrpsc) is brownish-red pebble conglomerate, medium- to coarse-grained, feldspathic sandstone and micaceous siltstone; unit is planar to low-angle trough cross laminated, burrowed, and contains local pebble layers. Unit forms upward-fining sequences 0.5 to 2.5 m (1.6-8 ft) thick. Conglomeratic sandstone thickness exceeds 800 m (2,625 ft).",,"Newark Supergroup, Brunswick Group (Lyttle and Epstein, 1987). The Passaic Formation unit description on the map encompasses multiple units (JTRp, JTRpms, JTRps, JTRpsc, JTRpcq, JTRpcl, and TRpg). The Passaic Formation was split into individual units according to the digital map and the appropriate descriptions were used for each. Names for units are from digital map.",NJ001,conglomerate,sandstone,siltstone,NJ001 NJ002 NJ024,
NJ  ,Kcq,Kcq,Kcq;0,NJKcq;0,0,Central and Southern - Coastal Plain (Subsurface),Cheesequake Formation,"Upper Cretaceous, lower Campanian and upper Santonian","Cheesequake Formation - New unit named herein for outcrops in gullies at Cheesequake in the eastern part of the South Amboy 7.5-min quadrangle. Basal sand, quartz and glauconite, fine-grained, clayey, thin-bedded, dark-greenish-gray; middle part, quartz sand, very fine grained, thick-bedded, dark-gray, micaceous, and clayey silt with scattered and varying amounts of glauconite sand; upper part, quartz sand, fine-grained, clayey, thinbedded. Sand, excluding glauconite sand beds, is primarily quartz with small amounts of feldspar and mica. In most areas, particularly in the updip sections, the upper sand has been eroded away. This formation underlies most of the map area and is as much as 43 m (141 ft) thick. Nannofossils obtained from the Toms River and Freehold drillholes indicate that the Cheesequake Formation is latest Santonian at the base to earliest Campanian at the top (P.C. Valentine, oral commun., 1989) or equivalent to Zones CC16 to CC17. Thus the Santonian-Campanian boundary lies within the Cheesequake Formation. Studies of pollen (Litwin and others, 1993) in outcrop indicate a pollen assemblage containing elements of the ?Pseudoplicapollis cuneata-Semioculopollis verrucosa Zone (Vc of Christopher, 1982) and the CA2 Zone of Wolfe (1976). ",,Subsurface unit shown in cross section (NJ002) with different description that surficial units.,NJ001,sand,clay or mud,silt,NJ001 NJ003 NJ028 NJ029 NJ030,
NJ  ,Kcq,Kcq,Kcq;1,NJKcq;1,1,Central and Southern - Coastal Plain Sediments,Cheesequake Formation,"Upper Cretaceous, lower Campanian and upper Santonian","Cheesequake Formation - Clay and clay-silt, micaceous, thin-bedded to laminated, dark-gray; weathers light tan. Contains abundant wood fragments intercalated with light-colored, fine-grained micaceous quartz sand and is rarely crossbedded. Rock fragments and feldspar are minor sand constituents. Small cylindrical burrows occur in the updip area. Abundant, rounded, pale-gray siderite concretions (about 8 cm (3 in) in diameter) occur in thin discontinuous beds. Sand interfingers rapidly within a short distance with extensively bioturbated, dark-gray, very micaceous, somewhat woody clay-silt. The basal clay-silt has extensive cylindrical burrows filled with fine-grained, light- to medium-green botryoidal glauconite. The basal contact with the underlying Magothy Formation is sharp. Reworked siderite concretions and some glauconite and coarse-grained quartz sand are found along the contact within the Cheesequake. Unit exposed only in the South Amboy and Keyport quadrangles. The unit is about 14 m (46 ft) thick. The age of the Cheesequake was determined from pollen (Litwin and others, 1993), which indicates the unit is between the Merchantville Formation microflora (CA2 Zone of Wolfe, 1976, lower Campanian) and the uppermost Magothy microflora (?Pseudoplicapollis cunceata-Semioculopollis verrucosa Zone of Christopher, 1979, upper Santonian). It is probable that the Cheesequake Formation contains the Santonian-Campanian boundary. This unit was not recognized by Petters (1976) who concluded that the Magothy and Merchantville interfingered in the subsurface and the Merchantville was, in part, Santonian.",,,NJ001,clay or mud,silt,sand,NJ001 NJ003 NJ028 NJ030 NJ031 NJ032,
NJ  ,Ket,Ket,Ket;1,NJKet;1,1,Central and Southern - Coastal Plain Sediments,Englishtown Formation,"Upper Cretaceous, lower Campanian","Englishtown Formation - Sand, quartz, fine- to coarsegrained, gravelly, massive, bioturbated, medium- to dark-gray; weathers light brown, yellow, or reddish brown, locally interbedded with thin to thick beds of dark clay. Abundant carbonaceous matter, with large lignitized logs occur locally, especially in clay strata. Feldspar, glauconite, and muscovite are minor sand constituents. Sand is extensively trough crossbedded particularly west of Mount Holly, Burlington County. In a few places in the western outcrop belt, trace fossils are abundant, typically the burrow Ophiomorpha nodosa. Unit is pyritic, especially in the carbonaceous-rich beds where pyrite is finely disseminated grains or pyritic masses as much as 0.6 m (2 ft) in diameter. Lowest part of unit is a massive sand that contains small to large, soft, light-gray siderite concretions. The Englishtown underlies a broad belt throughout the map area and ranges from about 45 m (148 ft) thick in the northern part of the central sheet to 30 m (98 ft) thick in the western part of the central sheet to 15 m (49 ft) in the southern sheet. Best exposures occur along Crosswicks Creek in the Allentown quadrangle and along Oldmans Creek. The basal contact with the underlying Woodbury Formation or Merchantville Formation is transitional over several meters. The age of the Englishtown in outcrop could not be determined directly but was inferred from stratigraphic position and pollen content. Wolfe (1976) designated the microflora of the unit as Zone CA4 and assigned it to the lower Campanian. ",,,NJ001,sand,clay or mud,,NJ001 NJ003 NJ030,
NJ  ,Kmg,Kmg,Kmg;0,NJKmg;0,0,Central and Southern - Coastal Plain (Subsurface),Magothy Formation,"Upper Cretaceous, middle and lower Santonian","Magothy Formation - Sand, fine- to coarsegrained, locally very gravelly (pebbles less than 1.3 cm (0.5 in) in diameter) especially in updip areas, typically cross stratified, massive, horizontally bedded, light-gray to white, carbonized wood (several centimeters long) and colorless mica scattered throughout. Black to dark-gray, very carbonaceous clay is locally interstratified with the sand. No calcareous fossils were recovered from the Magothy Formation in the shallow subsurface. In the Freehold drillhole the thin basal bed of the Magothy is composed of quartz gravel (maximum clast diameter, about 2.5 cm (1 in)). The lower part of the formation above the gravel consists of thin-bedded white clay interbedded with fine- to coarse-grained, poorly sorted, thickbedded, light-colored, somewhat micaceous quartz sand. The interbedded clay becomes dark gray up section and the sand is slightly glauconitic and locally shelly. Quartz is the major sand mineral. Siliceous rock fragments, mica, and feldspar are minor constituents. In general, this formation appears to be fluvial near the base (upper delta plain) and gradually becomes more marine upward (shelf). The overall sedimentologic pattern suggests a net transgression during deposition of the Magothy with shelf deposits overriding a nonmarine (probably deltaic) facies. Downdip at Buena, Atlantic County, the Magothy is 22 m (72 ft) thick and is primarily a massive to finely laminated, dark-gray, woody clay-silt. Unit is as much as 55 m (180 ft) thick in the northern part of the central sheet and generally thins to the southwest. The age of the Magothy is best defined by pollen. Christopher (1979) placed this palynoflora in his Zone V of early and late Santonian age. He also recognized three assemblage zones within Zone V, the Complexiopollis exiqua-Santalacites minor Zone (lowest), the ?Pseudoplicapollis longiannulata-Plicapollis incisa Zone (middle), and the ?Pseudoplicapollis cuneata-Semioculopollis verrucosa Zone (highest). All three zones are present in the Magothy in New Jersey. The foraminifera Marginotruncana marginata and Rosita fornicata were collected from the Island Beach corehole at 550 m (1804 ft) and are indicative of the Dicarinella asymmetrica Zone. Because of the overall character of the foram assemblage it is probable that these fossils indicate a late Santonian rather than early Campanian age (H.J. Dowsett, written commun., 1992). The Magothy, therefore, is Santonian or older in age. ",,Subsurface unit shown in cross section (NJ002) with different description that surficial units.,NJ001,sand,clay or mud,gravel,NJ001 NJ003 NJ031,
NJ  ,Kml,Kml,Kml;1,NJKml;1,1,Central and Southern - Coastal Plain Sediments,Mt. Laurel Formation,"Upper Cretaceous, upper Campanian","Mt. Laurel Formation - Sand, quartz, massive to crudely bedded, typically coarsens upward, interbedded with thin clay beds. Glauconite and feldspar are minor sand constituents. Muscovite and biotite are abundant near the base. Lower part of formation is a fine- to medium-grained, clayey, dark-gray, glauconitic (maximum 25 percent) quartz sand. Typically weathers to white or light yellow and locally stained orange brown by iron oxides. Small pebbles scattered throughout, especially in the west-central area. Locally, has small, rounded siderite concretions in the interbedded clay-sand sequence. Granules and gravel are abundant in the upper 1.5 m (5 ft). Upper beds are light gray and weather light brown to reddish brown. The Mount Laurel is 10 m (33 ft) thick from the Roosevelt quadrangle to the Runnemede quadrangle in the central sheet. Thickness varies in the northern part of the map area due, in part, to extensive interfingering of this formation with the underlying Wenonah Formation. Weller (1907) and Kummel (1940) recognized only about 1.5 m (5 ft) of the Mount Laurel in the north. In this report those beds are assigned to the overlying Navesink Formation. The interbedded sequence, the major facies in the north, ranges to about 4.5 m (15 ft) thick. These interbeds have well-developed large burrows (Martino and Curran, 1990), mainly Ophiomorpha nodosa, and less commonly Rosselia socialis. The Mount Laurel is gradational into the underlying Wenonah Formation. A transition zone of 1.5 m (5 ft) is marked by an increase in clay, silt, and mica into the Wenonah, especially in the west-central area of the central sheet. The oyster Agerostrea falcata occurs in the lower part of the formation. Exogyra cancellata and Belemnitella americana are abundant in upper beds in the west-central area of the central sheet (New Egypt quadrangle). The Mount Laurel Formation is of late Campanian age based on the assignment of Zone CC 22b to the formation by Sugarman and others (1995) and the occurrence of Exogyra cancellata near Mullica Hill, Gloucester County.",,,NJ001,sand,clay or mud,gravel,NJ001 NJ003 NJ038 NJ040 NJ041 NJ042,
NJ  ,Kmt,Kmt,Kmt;1,NJKmt;1,1,Central and Southern - Coastal Plain Sediments,Marshalltown Formation,"Upper Cretaceous, upper and middle Campanian","Marshalltown Formation - Sand, quartz and glauconite, fine- to medium-grained, silty and clayey, massive, dark-gray; weathers light brown or pale red, extensively bioturbated. Very glauconitic in basal few meters; glauconite concentration decreases upward so that in upper part of unit, quartz and glauconite are nearly equal. Feldspar, mica, pyrite, and phosphatic fragments are minor sand constituents. Locally, very micaceous (mostly green chlorite) with sparse carbonized wood fragments. Fine-grained pyrite abundant throughout formation. Local thin, pebbly zones with large fossil impressions occur in the middle of the formation. In the upper part of the formation, quartz increases to about 40 percent. Unit crops out in a narrow belt throughout the map area and forms isolated outliers in the central sheet. Best exposures are along Crosswicks Creek in the Allentown quadrangle. In the southern sheet, the Marshalltown underlies a narrow belt in the uplands and broadens to the southwest. Many Marshalltown exposures occur along Oldmans Creek and its tributaries near Auburn, Gloucester County. The contact with the underlying Englishtown Formation is sharp and unconformable. The basal few centimeters of the Marshalltown contain siderite concentrations, clay balls, and wood fragments reworked from the underlying Englishtown. Many burrows, some filled with glauconite, project downward into the Englishtown for about one meter (3 ft) giving a spotted appearance to the upper part of the Englishtown (Owens and others, 1970). The Marshalltown is the basal transgressive unit of a sedimentation cycle that includes the regressive deposits of the overlying Wenonah and Mount Laurel Formations resembling the overlying Red Bank Formation to Navesink Formation cycle in its asymmetry. Within the map area, only a few long-ranging megafossils occur in the Moorestown quadrangle (Richards, 1967). To the south, in the type area, Weller (1907) reported diverse molluskan assemblages indicating a Campanian age. More importantly, Olsson (1964) reported the late Campanian foraminifera Globotruncana calcarata Cushman from the upper part of the formation. No G. calcarata were found during our investigations. Wolfe (1976) assigned the pollen assemblage of the Marshalltown to the CA5A Zone considered to be Campanian. The Marshalltown has most recently been assigned to Zone CC 20-21 (Sugarman and others, 1995) of middle and late Campanian age (Perch-Nielsen, 1985). ",,,NJ001,sand,clay or mud,silt,NJ001 NJ003 NJ043 NJ044 NJ038 NJ045 NJ030 NJ042 NJ046,
NJ  ,Kns,Kns,Kns;1,NJKns;1,1,Central and Southern - Coastal Plain Sediments,Navesink Formation,"Upper Cretaceous, Maastrichtian","Navesink Formation - Sand, glauconite, medium-grained, clayey and silty, massive, dark-gray to dark-gray-green, extensively bioturbated, locally contains large calcareous shells; sand-size mica, locally abundant; weathers light brown or red brown. Basal quartz sand is fine- to coarse-grained, pebbly, massive, light-yellow, and somewhat glauconitic, as much as 2 m (7 ft) thick and formed by the reworking of the underlying Mount Laurel Formation (Owens and others, 1977). Exogyra costata and the belemnite Belemnitella americana occur in the basal quartz sand. Crops out in a narrow belt throughout map area. Fresh exposures occur along tributaries of Raccoon Creek near Mullica Hill, Gloucester County. The Navesink is 3 to 7.5 m (10-25 ft) thick. The Navesink and Red Bank deposits represent a transgressive (Navesink)-regressive (Red Bank) cycle of sedimentation (Owens and Sohl, 1969). The cycle is unconformity-bounded at top and bottom. Within the cycle, the formational contact is gradational. The age of the Navesink was determined from both the macrofauna and microfauna. Planktic foraminifera from the lower part of the Navesink are indicative of the Rugotruncana subcircumnodifera Subzone of early Maastrichtian age (Smith, in Owens and others, 1977). The upper part contains the mollusks Exogyra costata, Sphenodiscus lobatus, and Pycnodonte vesicularis indicating a middle to late Maastrichtian age. Planktic foraminifera from the upper part represent the Gansserina gansseri Subzone of middle Maastrichtian age (Smith, in Owens and others, 1977). Pollen in the Navesink and Sandy Hook Member of the Red Bank are similar; the Navesink microflora is a CA6/MA-1 Zone in Wolfe's (1976) classification. The Navesink, therefore, ranges from early to late Maastrichtian. Sugarman and others (1995) assigned a middle Maastrichtian Zone CC 25 to the Navesink.",,,NJ001,sand,clay or mud,silt,NJ001 NJ003 NJ039 NJ050 NJ030 NJ042,
NJ  ,Kp,Kp,Kp;0,NJKp;0,0,Central and Southern - Coastal Plain (Subsurface),Potomac Formation,"Upper Cretaceous, lower Cenomanian","Potomac Formation - Predominantly clay to clay-silt, thinly laminated to thick-bedded, mottled red, white, and orange-brown, less commonly dark-gray and woody; interbedded with thin beds and lenses of very fine to medium-grained, massive, white to orange-brown, micaceous sand. Lithologies are typical of the shallow subsurface. Down dip, these lithologies interfinger with thin to thick beds of marine clay-silt, commonly glauconitic and locally shelly. Marine beds are most prevalent in the southernmost part of the southern sheet. Unit 3 was cored in its entirety at Freehold where it is approximately 75 m (246 ft) thick. In the core, the basal 6 m (20 ft) consists of red or mottled red and white clay interbedded with gravel and fine- to coarse-grained sand. The clay is pervaded by reddish-brown siderite. Most of the overlying beds consist of interbedded dark-colored clay, locally weathered to pale yellow or white, and fine- to medium-grained, light-colored sand. Layers that contain fine black carbonaceous material to large lignitized wood pieces are common in unit 3 in this core. At Toms River, the unit is about 60 m (197 ft) thick and consists of dark- to pale-gray clay, locally weathering to white or yellowish gray, and light-colored, micaceous sand. In general, the darker colored clay is more common in the upper part of the section. Locally, the sand has very small amounts of glauconite which may indicate some local marine influence during sedimentation. The age of unit 3 was determined from pollen in the nonmarine deposits and foraminifera in the marine sections. Typical forms found in Zone III in New Jersey are Ajatipollis sp. A, Tricolpites nemejci, T. vulgaris, Tricolporoidites bohemicus, Tricolporoidites sp. A, T. sp. B, and Tricolporopollenites sp. B (Doyle and Robbins, 1977). In the marine facies, Petters (1976) reports a planktic foraminiferal suite containing Praeglobotruncana delrioensis and Rotalipora greenhornensis. Both the pollen and foraminiferal assemblages suggest an early Cenomanian age.",,"Kp has a subscript 3 on printed map; unit is divided into 3 units, but only unit 3 outcrops (other 2 are used in cross-sections); used unit 3 for description (symbol Kp used in digital map). Subsurface unit shown in cross section (NJ002) with different description that surficial units.",NJ001,clay or mud,silt,sand,NJ001 NJ003 NJ051 NJ032,
